ID	Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	HPMR.Ligand	HPMR.Receptor	PMID.Manual	Pair.Source	Pair.Evidence
621	COL5A2_DDR1	COL5A2	collagen, type V, alpha 2	DDR1	discoidin domain receptor tyrosine kinase 1	NA	NA	NA	HPRD	NA	NA	NA	DDR1	NA	novel	literature supported
622	COL5A2_ITGA1	COL5A2	collagen, type V, alpha 2	ITGA1	integrin, alpha 1	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA1	NA	novel	putative
623	COL5A2_ITGB1	COL5A2	collagen, type V, alpha 2	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGB1	NA	novel	putative
624	COL5A3_SDC3	COL5A3	collagen, type V, alpha 3	SDC3	syndecan 3	NA	HPMR	NA	NA	NA	NA	COL5A3	SDC3	NA	known	literature supported
625	COL6A1_ITGA1	COL6A1	collagen, type VI, alpha 1	ITGA1	integrin, alpha 1	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA1	NA	novel	putative
626	COL6A1_ITGA2	COL6A1	collagen, type VI, alpha 1	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA2	NA	novel	putative
627	COL6A1_ITGA6	COL6A1	collagen, type VI, alpha 1	ITGA6	integrin, alpha 6	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA6	NA	novel	putative
628	COL6A1_ITGB1	COL6A1	collagen, type VI, alpha 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGB1	NA	novel	putative
629	COL6A2_ITGA1	COL6A2	collagen, type VI, alpha 2	ITGA1	integrin, alpha 1	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA1	NA	novel	putative
630	COL6A2_ITGA2	COL6A2	collagen, type VI, alpha 2	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA2	NA	novel	putative
631	COL6A2_ITGB1	COL6A2	collagen, type VI, alpha 2	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGB1	NA	novel	putative
632	COL6A3_ITGA1	COL6A3	collagen, type VI, alpha 3	ITGA1	integrin, alpha 1	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA1	NA	novel	putative
633	COL6A3_ITGA2	COL6A3	collagen, type VI, alpha 3	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA2	NA	novel	putative
634	COL6A3_ITGB1	COL6A3	collagen, type VI, alpha 3	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGB1	NA	novel	putative
635	COL7A1_ITGA2	COL7A1	collagen, type VII, alpha 1	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGA2	NA	novel	putative
636	COL7A1_ITGB1	COL7A1	collagen, type VII, alpha 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	STRING.binding	NA	NA	ITGB1	NA	novel	putative
637	COL8A1_ITGA1	COL8A1	collagen, type VIII, alpha 1	ITGA1	integrin, alpha 1	NA	NA	NA	HPRD	NA	NA	NA	ITGA1	NA	novel	literature supported
638	COL8A1_ITGA2	COL8A1	collagen, type VIII, alpha 1	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	NA	NA	NA	HPRD	NA	NA	NA	ITGA2	NA	novel	literature supported
639	COL9A1_MAG	COL9A1	collagen, type IX, alpha 1	MAG	myelin associated glycoprotein	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
640	COL9A2_MAG	COL9A2	collagen, type IX, alpha 2	MAG	myelin associated glycoprotein	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
641	COL9A3_MAG	COL9A3	collagen, type IX, alpha 3	MAG	myelin associated glycoprotein	NA	NA	NA	HPRD	NA	NA	NA	NA	NA	novel	literature supported
642	COLQ_MUSK	COLQ	collagen-like tail subunit (single strand of homotrimer) of asymmetric acetylcholinesterase	MUSK	muscle, skeletal, receptor tyrosine kinase	NA	NA	NA	HPRD	NA	NA	NA	MUSK	NA	novel	literature supported
643	CORT_GHSR	CORT	cortistatin	GHSR	growth hormone secretagogue receptor	NA	HPMR	NA	HPRD	NA	NA	CORT	GHSR	NA	known	literature supported
644	CORT_MRGPRX2	CORT	cortistatin	MRGPRX2	MAS-related GPR, member X2	NA	HPMR	NA	HPRD	NA	NA	CORT	MRGPRX2	NA	known	literature supported
645	CORT_SSTR1	CORT	cortistatin	SSTR1	somatostatin receptor 1	NA	HPMR	IUPHAR	HPRD	NA	STRING.experiment	CORT	SSTR1	NA	known	literature supported
646	CORT_SSTR2	CORT	cortistatin	SSTR2	somatostatin receptor 2	NA	HPMR	IUPHAR	HPRD	NA	NA	CORT	SSTR2	NA	known	literature supported
647	CORT_SSTR3	CORT	cortistatin	SSTR3	somatostatin receptor 3	NA	HPMR	IUPHAR	HPRD	NA	STRING.experiment	CORT	SSTR3	NA	known	literature supported
648	CORT_SSTR4	CORT	cortistatin	SSTR4	somatostatin receptor 4	NA	HPMR	IUPHAR	HPRD	NA	STRING.experiment	CORT	SSTR4	NA	known	literature supported
649	CORT_SSTR5	CORT	cortistatin	SSTR5	somatostatin receptor 5	NA	HPMR	IUPHAR	HPRD	NA	STRING.experiment	CORT	SSTR5	NA	known	literature supported
650	CPAMD8_SCTR	CPAMD8	C3 and PZP-like, alpha-2-macroglobulin domain containing 8	SCTR	secretin receptor	NA	NA	NA	HPRD	NA	NA	NA	SCTR	NA	novel	literature supported
651	CP_SLC40A1	CP	ceruloplasmin (ferroxidase)	SLC40A1	solute carrier family 40 (iron-regulated transporter), member 1	NA	NA	NA	NA	NA	NA	NA	NA	24921009	novel	literature supported
652	CRH_CRHR1	CRH	corticotropin releasing hormone	CRHR1	corticotropin releasing hormone receptor 1	NA	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	CRH	CRHR1	NA	known	literature supported
653	CRH_CRHR2	CRH	corticotropin releasing hormone	CRHR2	corticotropin releasing hormone receptor 2	NA	HPMR	IUPHAR	HPRD	NA	NA	CRH	CRHR2	NA	known	literature supported
654	CRH_MC2R	CRH	corticotropin releasing hormone	MC2R	melanocortin 2 receptor (adrenocorticotropic hormone)	NA	NA	IUPHAR	NA	NA	NA	CRH	MC2R	NA	known	literature supported
655	CRP_OLR1	CRP	C-reactive protein, pentraxin-related	OLR1	oxidized low density lipoprotein (lectin-like) receptor 1	NA	NA	NA	NA	NA	NA	NA	NA	21821723	novel	literature supported
656	CSF1_CSF1R	CSF1	colony stimulating factor 1 (macrophage)	CSF1R	colony stimulating factor 1 receptor	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	CSF1	CSF1R	NA	known	literature supported
657	CSF2_CSF1R	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	CSF1R	colony stimulating factor 1 receptor	NA	NA	IUPHAR	NA	NA	NA	CSF2	CSF1R	NA	known	literature supported
658	CSF2_CSF2RA	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	CSF2RA	colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	CSF2	CSF2RA	NA	known	literature supported
659	CSF2_CSF2RB	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	CSF2RB	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	CSF2	CSF2RB	NA	known	literature supported
660	CSF2_CSF3R	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	CSF3R	colony stimulating factor 3 receptor (granulocyte)	NA	HPMR	NA	NA	NA	NA	CSF2	CSF3R	NA	known	literature supported
661	CSF2_IL3RA	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	IL3RA	interleukin 3 receptor, alpha (low affinity)	NA	NA	NA	HPRD	NA	NA	CSF2	IL3RA	NA	novel	literature supported
662	CSF2_ITGA9	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	ITGA9	integrin, alpha 9	NA	NA	NA	NA	STRING.binding	NA	CSF2	ITGA9	NA	novel	putative
663	CSF2_ITGB1	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	STRING.binding	NA	CSF2	ITGB1	NA	novel	putative
664	CSF2_SDC2	CSF2	colony stimulating factor 2 (granulocyte-macrophage)	SDC2	syndecan 2	NA	NA	NA	HPRD	STRING.binding	NA	CSF2	SDC2	NA	novel	literature supported
665	CSF3_CSF1R	CSF3	colony stimulating factor 3 (granulocyte)	CSF1R	colony stimulating factor 1 receptor	NA	NA	IUPHAR	NA	NA	NA	NA	CSF1R	NA	known	literature supported
666	CSF3_CSF3R	CSF3	colony stimulating factor 3 (granulocyte)	CSF3R	colony stimulating factor 3 receptor (granulocyte)	DLRP	NA	IUPHAR	HPRD	NA	NA	NA	CSF3R	NA	known	literature supported
667	CSH1_PRLR	CSH1	chorionic somatomammotropin hormone 1 (placental lactogen)	PRLR	prolactin receptor	NA	NA	IUPHAR	HPRD	NA	NA	NA	PRLR	NA	known	literature supported
668	CSH2_PRLR	CSH2	chorionic somatomammotropin hormone 2	PRLR	prolactin receptor	NA	NA	IUPHAR	NA	NA	NA	NA	PRLR	NA	known	literature supported
669	CSHL1_GHR	CSHL1	chorionic somatomammotropin hormone-like 1	GHR	growth hormone receptor	NA	NA	NA	NA	STRING.binding	STRING.experiment	NA	GHR	NA	novel	putative
670	CSHL1_PRLR	CSHL1	chorionic somatomammotropin hormone-like 1	PRLR	prolactin receptor	NA	NA	IUPHAR	NA	NA	NA	NA	PRLR	NA	known	literature supported
671	CTF1_IL6ST	CTF1	cardiotrophin 1	IL6ST	interleukin 6 signal transducer (gp130, oncostatin M receptor)	DLRP	NA	NA	HPRD	NA	NA	NA	IL6ST	NA	known	literature supported
672	CTF1_LIFR	CTF1	cardiotrophin 1	LIFR	leukemia inhibitory factor receptor alpha	DLRP	NA	NA	HPRD	STRING.binding	NA	NA	LIFR	NA	known	literature supported
673	CTGF_ERBB4	CTGF	connective tissue growth factor	ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	NA	NA	NA	HPRD	NA	NA	CTGF	ERBB4	NA	novel	literature supported
674	CTGF_ITGA5	CTGF	connective tissue growth factor	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	NA	NA	NA	NA	NA	NA	NA	NA	18167060	novel	literature supported
675	CTGF_ITGAM	CTGF	connective tissue growth factor	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	NA	HPMR	NA	NA	STRING.binding	NA	CTGF	ITGAM	NA	known	literature supported
676	CTGF_ITGB2	CTGF	connective tissue growth factor	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	NA	HPMR	NA	NA	STRING.binding	NA	CTGF	ITGB2	NA	known	literature supported
677	CTGF_LRP1	CTGF	connective tissue growth factor	LRP1	low density lipoprotein receptor-related protein 1	NA	NA	NA	HPRD	NA	NA	CTGF	LRP1	NA	novel	literature supported
678	CTGF_LRP6	CTGF	connective tissue growth factor	LRP6	low density lipoprotein receptor-related protein 6	NA	HPMR	NA	NA	NA	NA	CTGF	LRP6	NA	known	literature supported
679	CTGF_NTRK1	CTGF	connective tissue growth factor	NTRK1	neurotrophic tyrosine kinase, receptor, type 1	NA	NA	NA	NA	STRING.binding	NA	CTGF	NTRK1	15601748	novel	literature supported
680	CTHRC1_FZD3	CTHRC1	collagen triple helix repeat containing 1	FZD3	frizzled class receptor 3	NA	NA	NA	NA	NA	NA	NA	NA	18606138	novel	literature supported
681	CTHRC1_FZD5	CTHRC1	collagen triple helix repeat containing 1	FZD5	frizzled class receptor 5	NA	NA	NA	NA	STRING.binding	NA	NA	FZD5	18606138	novel	literature supported
682	CTHRC1_FZD6	CTHRC1	collagen triple helix repeat containing 1	FZD6	frizzled class receptor 6	NA	NA	NA	NA	STRING.binding	NA	NA	FZD6	18606138	novel	literature supported
683	CUBN_LRP2	CUBN	cubilin (intrinsic factor-cobalamin receptor)	LRP2	low density lipoprotein receptor-related protein 2	NA	NA	NA	HPRD	STRING.binding	NA	NA	LRP2	NA	novel	literature supported
684	CX3CL1_CX3CR1	CX3CL1	chemokine (C-X3-C motif) ligand 1	CX3CR1	chemokine (C-X3-C motif) receptor 1	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	CX3CL1	CX3CR1	NA	known	literature supported
685	CXCL10_CCR3	CXCL10	chemokine (C-X-C motif) ligand 10	CCR3	chemokine (C-C motif) receptor 3	NA	NA	IUPHAR	HPRD	NA	NA	CXCL10	CCR3	NA	known	literature supported
686	CXCL10_CXCR3	CXCL10	chemokine (C-X-C motif) ligand 10	CXCR3	chemokine (C-X-C motif) receptor 3	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	CXCL10	CXCR3	NA	known	literature supported
687	CXCL10_SDC4	CXCL10	chemokine (C-X-C motif) ligand 10	SDC4	syndecan 4	NA	NA	NA	NA	STRING.binding	NA	CXCL10	SDC4	20484822	novel	literature supported
688	CXCL11_ACKR3	CXCL11	chemokine (C-X-C motif) ligand 11	ACKR3	atypical chemokine receptor 3	NA	NA	IUPHAR	NA	NA	NA	CXCL11	CMKOR1	NA	known	literature supported
689	CXCL11_CCR3	CXCL11	chemokine (C-X-C motif) ligand 11	CCR3	chemokine (C-C motif) receptor 3	NA	NA	IUPHAR	HPRD	NA	NA	CXCL11	CCR3	NA	known	literature supported
690	CXCL11_CXCR3	CXCL11	chemokine (C-X-C motif) ligand 11	CXCR3	chemokine (C-X-C motif) receptor 3	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	CXCL11	CXCR3	NA	known	literature supported
691	CXCL12_ACKR3	CXCL12	chemokine (C-X-C motif) ligand 12	ACKR3	atypical chemokine receptor 3	NA	HPMR	IUPHAR	NA	STRING.binding	NA	CXCL12	CMKOR1	NA	known	literature supported
692	CXCL12_CCR4	CXCL12	chemokine (C-X-C motif) ligand 12	CCR4	chemokine (C-C motif) receptor 4	NA	NA	NA	NA	NA	STRING.experiment	CXCL12	CCR4	NA	novel	putative
693	CXCL12_CD4	CXCL12	chemokine (C-X-C motif) ligand 12	CD4	CD4 molecule	NA	NA	NA	HPRD	NA	NA	CXCL12	NA	NA	novel	literature supported
694	CXCL12_CXCR3	CXCL12	chemokine (C-X-C motif) ligand 12	CXCR3	chemokine (C-X-C motif) receptor 3	NA	HPMR	IUPHAR	NA	NA	NA	CXCL12	CXCR3	NA	known	literature supported
695	CXCL12_CXCR4	CXCL12	chemokine (C-X-C motif) ligand 12	CXCR4	chemokine (C-X-C motif) receptor 4	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	CXCL12	CXCR4	NA	known	literature supported
696	CXCL12_ITGB1	CXCL12	chemokine (C-X-C motif) ligand 12	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	NA	NA	NA	NA	NA	NA	NA	NA	18448868	novel	literature supported
697	CXCL12_SDC4	CXCL12	chemokine (C-X-C motif) ligand 12	SDC4	syndecan 4	NA	NA	NA	NA	STRING.binding	NA	CXCL12	SDC4	NA	novel	putative
698	CXCL13_ACKR4	CXCL13	chemokine (C-X-C motif) ligand 13	ACKR4	atypical chemokine receptor 4	NA	NA	NA	HPRD	NA	NA	CXCL13	CCRL1	NA	novel	literature supported
699	CXCL13_CCR10	CXCL13	chemokine (C-X-C motif) ligand 13	CCR10	chemokine (C-C motif) receptor 10	NA	NA	NA	HPRD	NA	NA	CXCL13	CCR10	NA	novel	literature supported
700	CXCL13_CXCR3	CXCL13	chemokine (C-X-C motif) ligand 13	CXCR3	chemokine (C-X-C motif) receptor 3	NA	NA	NA	HPRD	STRING.binding	NA	CXCL13	CXCR3	NA	novel	literature supported
701	CXCL13_CXCR5	CXCL13	chemokine (C-X-C motif) ligand 13	CXCR5	chemokine (C-X-C motif) receptor 5	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	CXCL13	BLR1	NA	known	literature supported
702	CXCL13_HTR2A	CXCL13	chemokine (C-X-C motif) ligand 13	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	NA	NA	NA	NA	STRING.binding	NA	CXCL13	HTR2A	NA	novel	putative
703	CXCL13_OPRD1	CXCL13	chemokine (C-X-C motif) ligand 13	OPRD1	opioid receptor, delta 1	NA	NA	NA	NA	STRING.binding	NA	CXCL13	NA	NA	novel	putative
704	CXCL16_CXCR6	CXCL16	chemokine (C-X-C motif) ligand 16	CXCR6	chemokine (C-X-C motif) receptor 6	NA	HPMR	IUPHAR	HPRD	STRING.binding	NA	CXCL16	CXCR6	NA	known	literature supported
705	CXCL1_CXCR1	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	CXCR1	chemokine (C-X-C motif) receptor 1	NA	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	CXCL1	IL8RA	NA	known	literature supported
706	CXCL1_CXCR2	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	CXCR2	chemokine (C-X-C motif) receptor 2	DLRP	NA	IUPHAR	HPRD	STRING.binding	STRING.experiment	CXCL1	IL8RB	NA	known	literature supported
707	CXCL1_DARC	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	DARC	Duffy blood group, atypical chemokine receptor	DLRP	HPMR	NA	HPRD	STRING.binding	STRING.experiment	CXCL1	DARC	NA	known	literature supported
708	CXCL2_CXCR1	CXCL2	chemokine (C-X-C motif) ligand 2	CXCR1	chemokine (C-X-C motif) receptor 1	NA	HPMR	NA	HPRD	NA	NA	CXCL2	IL8RA	NA	known	literature supported
709	CXCL2_CXCR2	CXCL2	chemokine (C-X-C motif) ligand 2	CXCR2	chemokine (C-X-C motif) receptor 2	DLRP	NA	IUPHAR	HPRD	NA	NA	CXCL2	IL8RB	NA	known	literature supported
710	CXCL2_XCR1	CXCL2	chemokine (C-X-C motif) ligand 2	XCR1	chemokine (C motif) receptor 1	NA	HPMR	NA	NA	NA	NA	CXCL2	XCR1	NA	known	literature supported
711	CXCL3_CXCR1	CXCL3	chemokine (C-X-C motif) ligand 3	CXCR1	chemokine (C-X-C motif) receptor 1	NA	HPMR	NA	HPRD	NA	NA	CXCL3	IL8RA	NA	known	literature supported
712	CXCL3_CXCR2	CXCL3	chemokine (C-X-C motif) ligand 3	CXCR2	chemokine (C-X-C motif) receptor 2	DLRP	NA	IUPHAR	HPRD	STRING.binding	NA	CXCL3	IL8RB	NA	known	literature supported
713	CXCL5_CXCR1	CXCL5	chemokine (C-X-C motif) ligand 5	CXCR1	chemokine (C-X-C motif) receptor 1	DLRP	HPMR	NA	HPRD	NA	STRING.experiment	CXCL5	IL8RA	NA	known	literature supported
714	CXCL5_CXCR2	CXCL5	chemokine (C-X-C motif) ligand 5	CXCR2	chemokine (C-X-C motif) receptor 2	DLRP	NA	IUPHAR	HPRD	STRING.binding	STRING.experiment	CXCL5	IL8RB	NA	known	literature supported
715	CXCL5_DARC	CXCL5	chemokine (C-X-C motif) ligand 5	DARC	Duffy blood group, atypical chemokine receptor	NA	NA	NA	HPRD	NA	NA	CXCL5	DARC	NA	novel	literature supported
716	CXCL6_CXCR1	CXCL6	chemokine (C-X-C motif) ligand 6	CXCR1	chemokine (C-X-C motif) receptor 1	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	NA	CXCL6	IL8RA	NA	known	literature supported
717	CXCL6_CXCR2	CXCL6	chemokine (C-X-C motif) ligand 6	CXCR2	chemokine (C-X-C motif) receptor 2	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	NA	CXCL6	IL8RB	NA	known	literature supported
718	CXCL9_CCR3	CXCL9	chemokine (C-X-C motif) ligand 9	CCR3	chemokine (C-C motif) receptor 3	NA	NA	IUPHAR	HPRD	NA	NA	CXCL9	CCR3	NA	known	literature supported
719	CXCL9_CXCR3	CXCL9	chemokine (C-X-C motif) ligand 9	CXCR3	chemokine (C-X-C motif) receptor 3	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	CXCL9	CXCR3	NA	known	literature supported
720	CYR61_CAV1	CYR61	cysteine-rich, angiogenic inducer, 61	CAV1	caveolin 1, caveolae protein, 22kDa	NA	NA	NA	NA	STRING.binding	NA	CYR61	NA	NA	novel	putative
721	CYR61_ITGA5	CYR61	cysteine-rich, angiogenic inducer, 61	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	NA	HPMR	NA	NA	NA	NA	CYR61	ITGA5	NA	known	literature supported
722	CYR61_ITGAM	CYR61	cysteine-rich, angiogenic inducer, 61	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)	NA	HPMR	NA	NA	STRING.binding	NA	CYR61	ITGAM	NA	known	literature supported
723	CYR61_ITGAV	CYR61	cysteine-rich, angiogenic inducer, 61	ITGAV	integrin, alpha V	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	CYR61	ITGAV	NA	novel	literature supported
724	CYR61_ITGB2	CYR61	cysteine-rich, angiogenic inducer, 61	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	NA	HPMR	NA	NA	STRING.binding	NA	CYR61	ITGB2	NA	known	literature supported
725	CYR61_ITGB3	CYR61	cysteine-rich, angiogenic inducer, 61	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	NA	HPMR	NA	NA	NA	NA	CYR61	ITGB3	NA	known	literature supported
726	CYR61_ITGB5	CYR61	cysteine-rich, angiogenic inducer, 61	ITGB5	integrin, beta 5	NA	NA	NA	HPRD	STRING.binding	NA	CYR61	ITGB5	NA	novel	literature supported
727	DCN_EGFR	DCN	decorin	EGFR	epidermal growth factor receptor	NA	NA	NA	HPRD	STRING.binding	STRING.experiment	NA	EGFR	NA	novel	literature supported
728	DCN_ERBB4	DCN	decorin	ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	NA	NA	NA	NA	STRING.binding	NA	NA	ERBB4	10942781	novel	literature supported
729	DCN_MET	DCN	decorin	MET	met proto-oncogene	NA	NA	NA	NA	NA	NA	NA	NA	10942781	novel	literature supported
730	DEFB103A_CCR6	DEFB103A	defensin, beta 103A	CCR6	chemokine (C-C motif) receptor 6	NA	NA	NA	HPRD	NA	NA	NA	CCR6	NA	novel	literature supported
731	DEFB103B_CCR2	DEFB103B	defensin, beta 103B	CCR2	chemokine (C-C motif) receptor 2	NA	NA	NA	NA	NA	NA	NA	NA	23390582	novel	literature supported
732	DEFB103B_CCR6	DEFB103B	defensin, beta 103B	CCR6	chemokine (C-C motif) receptor 6	NA	NA	NA	NA	NA	NA	NA	NA	23390582	novel	literature supported
733	DEFB1_CCR6	DEFB1	defensin, beta 1	CCR6	chemokine (C-C motif) receptor 6	NA	NA	NA	HPRD	STRING.binding	NA	DEFB1	CCR6	NA	novel	literature supported
734	DEFB4A_CCR6	DEFB4A	defensin, beta 4A	CCR6	chemokine (C-C motif) receptor 6	NA	NA	IUPHAR	HPRD	STRING.binding	NA	NA	CCR6	NA	known	literature supported
735	DEFB4A_TLR4	DEFB4A	defensin, beta 4A	TLR4	toll-like receptor 4	NA	NA	NA	HPRD	NA	NA	NA	TLR4	NA	novel	literature supported
736	DEFB4B_CCR6	DEFB4B	defensin, beta 4B	CCR6	chemokine (C-C motif) receptor 6	NA	NA	IUPHAR	NA	NA	NA	NA	CCR6	NA	known	literature supported
737	DHH_BOC	DHH	desert hedgehog	BOC	BOC cell adhesion associated, oncogene regulated	NA	NA	NA	NA	STRING.binding	STRING.experiment	DHH	BOC	20519495	novel	literature supported
738	DHH_CDON	DHH	desert hedgehog	CDON	cell adhesion associated, oncogene regulated	NA	NA	NA	NA	STRING.binding	STRING.experiment	DHH	CDON	20519495	novel	literature supported
739	DHH_HHIP	DHH	desert hedgehog	HHIP	hedgehog interacting protein	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	DHH	HHIP	NA	known	literature supported
740	DHH_PTCH1	DHH	desert hedgehog	PTCH1	patched 1	NA	NA	NA	HPRD	STRING.binding	NA	DHH	PTCH	NA	novel	literature supported
741	DHH_PTCH2	DHH	desert hedgehog	PTCH2	patched 2	NA	HPMR	NA	HPRD	STRING.binding	NA	DHH	PTCH2	NA	known	literature supported
742	DKK1_KREMEN1	DKK1	dickkopf WNT signaling pathway inhibitor 1	KREMEN1	kringle containing transmembrane protein 1	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	DKK1	KREMEN1	NA	known	literature supported
743	DKK1_KREMEN2	DKK1	dickkopf WNT signaling pathway inhibitor 1	KREMEN2	kringle containing transmembrane protein 2	NA	HPMR	NA	NA	STRING.binding	NA	DKK1	KREMEN2	NA	known	literature supported
744	DKK1_LRP5	DKK1	dickkopf WNT signaling pathway inhibitor 1	LRP5	low density lipoprotein receptor-related protein 5	NA	NA	NA	HPRD	STRING.binding	NA	DKK1	LRP5	NA	novel	literature supported
745	DKK1_LRP6	DKK1	dickkopf WNT signaling pathway inhibitor 1	LRP6	low density lipoprotein receptor-related protein 6	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	DKK1	LRP6	NA	known	literature supported
746	DKK2_KREMEN2	DKK2	dickkopf WNT signaling pathway inhibitor 2	KREMEN2	kringle containing transmembrane protein 2	NA	NA	NA	NA	STRING.binding	NA	DKK2	KREMEN2	12527209	novel	literature supported
747	DKK2_LRP6	DKK2	dickkopf WNT signaling pathway inhibitor 2	LRP6	low density lipoprotein receptor-related protein 6	NA	HPMR	NA	HPRD	STRING.binding	STRING.experiment	DKK2	LRP6	NA	known	literature supported
748	DLK1_NOTCH1	DLK1	delta-like 1 homolog (Drosophila)	NOTCH1	notch 1	DLRP	NA	NA	NA	STRING.binding	NA	NA	NOTCH1	21419176	known	literature supported
749	DLK1_NOTCH2	DLK1	delta-like 1 homolog (Drosophila)	NOTCH2	notch 2	DLRP	NA	NA	NA	NA	NA	NA	NOTCH2	NA	known	putative
750	DLK1_NOTCH3	DLK1	delta-like 1 homolog (Drosophila)	NOTCH3	notch 3	DLRP	NA	NA	NA	NA	NA	NA	NOTCH3	NA	known	putative
751	DLK1_NOTCH4	DLK1	delta-like 1 homolog (Drosophila)	NOTCH4	notch 4	DLRP	NA	NA	NA	NA	NA	NA	NOTCH4	NA	known	putative
752	DLK2_NOTCH1	DLK2	delta-like 2 homolog (Drosophila)	NOTCH1	notch 1	NA	NA	NA	NA	NA	NA	NA	NA	21419176	novel	literature supported
753	DLL1_NOTCH1	DLL1	delta-like 1 (Drosophila)	NOTCH1	notch 1	DLRP	HPMR	NA	HPRD	STRING.binding	NA	DLL1	NOTCH1	NA	known	literature supported
